,longitude,latitude,median_house_value,population
9040,-118.09,34.68,144000.0,10493.0
2518,-122.13,39.74,94300.0,668.0
6275,-117.93,34.01,157600.0,3883.0
11063,-117.86,33.79,194500.0,483.0
5746,-118.26,34.16,351100.0,1883.0
4696,-118.37,34.07,453400.0,870.0
3733,-118.41,34.19,224600.0,939.0
4156,-118.2,34.12,155600.0,1500.0
16304,-121.37,38.01,242000.0,1016.0
9452,-123.15,39.74,70000.0,281.0
13941,-117.18,34.3,71300.0,71.0
3282,-122.79,39.09,66800.0,685.0
4461,-118.18,34.1,153100.0,1215.0
695,-122.11,37.7,137500.0,1765.0
10212,-117.9,33.88,230400.0,991.0
18123,-122.0,37.31,242200.0,2389.0
10263,-117.85,33.87,301900.0,2569.0
18057,-122.0,37.27,415800.0,759.0
1261,-121.72,38.0,156500.0,4460.0
18776,-122.27,40.46,78600.0,1324.0
1580,-122.02,37.87,441400.0,1209.0
4393,-118.27,34.08,184300.0,2587.0
20506,-118.73,34.29,276500.0,2510.0
10092,-117.96,33.93,232800.0,841.0
9613,-120.48,37.29,60400.0,3200.0
12544,-121.49,38.55,224100.0,1486.0
11006,-117.79,33.77,439000.0,1680.0
9210,-119.67,37.27,123100.0,2284.0
15196,-117.09,32.91,255700.0,802.0
1163,-121.55,39.51,57600.0,684.0
3894,-118.52,34.2,199800.0,1757.0
2090,-119.78,36.76,51300.0,949.0
17472,-119.85,34.48,348200.0,724.0
139,-122.2,37.82,362800.0,1265.0
3919,-118.53,34.18,240300.0,2118.0
19941,-119.46,36.25,73600.0,1016.0
15488,-117.12,33.14,172600.0,1211.0
3570,-118.59,34.22,229000.0,3056.0
6492,-118.01,34.08,166300.0,1969.0
12148,-117.2,33.71,83300.0,1283.0
4072,-118.47,34.14,500001.0,850.0
11450,-117.98,33.68,332900.0,1265.0
2812,-119.03,35.41,54300.0,1005.0
10205,-117.93,33.88,241700.0,585.0
9792,-121.87,36.55,387500.0,3083.0
13262,-117.65,34.1,136400.0,622.0
16238,-121.3,37.98,98300.0,990.0
20368,-118.91,34.18,176000.0,1381.0
2503,-120.46,36.87,63000.0,954.0
3559,-118.58,34.24,236900.0,1529.0
9634,-120.89,37.21,97200.0,994.0
15718,-122.43,37.78,220000.0,1245.0
10689,-117.72,33.62,105800.0,365.0
16978,-122.3,37.57,270900.0,1169.0
13634,-117.34,34.08,99400.0,3502.0
4166,-118.2,34.11,166300.0,1698.0
14161,-117.04,32.77,143800.0,962.0
19357,-123.02,38.81,140600.0,488.0
19227,-122.71,38.5,330900.0,2324.0
4794,-118.34,34.02,156900.0,1046.0
15500,-117.26,33.09,500001.0,349.0
7125,-118.04,33.9,162500.0,15.0
10074,-120.1,39.33,124800.0,1193.0
15323,-117.34,33.21,216100.0,3015.0
14030,-117.15,32.75,171400.0,1332.0
6669,-118.11,34.16,325600.0,1229.0
12471,-121.46,38.58,109800.0,689.0
16795,-122.44,37.65,276200.0,2695.0
15506,-117.09,33.13,129900.0,3773.0
15919,-122.42,37.73,292300.0,1765.0
19237,-122.6,38.48,341500.0,606.0
13914,-116.06,34.15,66800.0,4507.0
9432,-122.81,38.08,238800.0,815.0
1227,-120.54,38.41,77400.0,668.0
12459,-114.58,33.61,82400.0,1841.0
16900,-122.33,37.58,359900.0,992.0
5418,-118.44,34.02,465700.0,1321.0
19154,-122.69,38.37,214000.0,2969.0
13483,-117.36,34.11,107100.0,1555.0
1710,-122.31,37.99,157800.0,3259.0
7516,-118.25,33.91,119300.0,1125.0
3519,-118.49,34.25,232900.0,960.0
18860,-122.22,38.12,179500.0,6456.0
2753,-115.49,32.67,70100.0,2185.0
12286,-116.95,33.86,55000.0,8.0
12781,-121.43,38.64,65900.0,1501.0
2616,-124.09,40.95,99600.0,1248.0
10671,-117.85,33.62,500001.0,316.0
10369,-117.67,33.64,164100.0,1565.0
12243,-116.99,33.75,77000.0,4002.0
10013,-121.18,39.26,140300.0,352.0
15584,-116.6,33.06,172900.0,612.0
4740,-118.38,34.05,500001.0,1632.0
15268,-117.33,33.03,314300.0,603.0
5421,-118.43,34.02,500001.0,1001.0
18282,-122.08,37.34,500001.0,594.0
4832,-118.29,34.04,143000.0,2049.0
10443,-117.6,33.42,280600.0,1048.0
4699,-118.38,34.07,375000.0,1897.0
4344,-118.29,34.08,137500.0,445.0
10547,-117.77,33.71,337100.0,1060.0
12384,-116.39,33.72,128000.0,2496.0
19212,-122.71,38.45,185400.0,1223.0
1202,-121.69,39.36,63000.0,635.0
210,-122.22,37.79,109500.0,961.0
4580,-118.28,34.06,400000.0,2251.0
16313,-121.33,38.01,151900.0,531.0
9625,-120.32,37.29,56300.0,810.0
11844,-120.92,40.02,102500.0,202.0
6705,-118.14,34.14,225000.0,4210.0
17129,-122.15,37.47,145500.0,1634.0
11438,-117.96,33.65,363100.0,1549.0
15905,-122.41,37.74,249000.0,415.0
424,-122.26,37.88,415300.0,823.0
14493,-117.19,32.86,267400.0,1788.0
9606,-120.47,37.3,75000.0,2102.0
15823,-122.42,37.75,250000.0,1155.0
14164,-117.06,32.77,161800.0,730.0
12660,-121.44,38.5,97500.0,1281.0
1805,-122.33,37.93,111500.0,1220.0
9565,-120.59,37.36,87300.0,2814.0
8842,-118.38,34.09,272900.0,1799.0
13866,-117.27,34.4,124400.0,3031.0
3388,-118.35,34.22,228700.0,3963.0
20275,-119.21,34.19,229500.0,2216.0
4871,-118.28,34.04,162500.0,1772.0
327,-122.18,37.73,80000.0,646.0
7275,-118.24,33.99,118800.0,1270.0
12014,-117.59,33.93,244200.0,200.0
11272,-117.98,33.78,187500.0,1908.0
7698,-118.12,33.96,246000.0,956.0
5090,-118.28,33.97,102600.0,1091.0
19394,-120.83,37.77,116700.0,1062.0
88,-122.27,37.8,137500.0,125.0
13952,-117.15,34.22,171900.0,317.0
16421,-121.29,37.87,103100.0,308.0
16770,-122.47,37.69,239100.0,2104.0
10091,-117.97,33.93,194000.0,981.0
20169,-119.3,34.42,219900.0,2860.0
9008,-118.6,34.08,380000.0,399.0
6248,-117.97,34.05,155700.0,1832.0
1056,-121.85,39.77,89900.0,2446.0
2202,-119.86,36.82,89300.0,675.0
1084,-121.84,39.73,55000.0,513.0
2946,-118.99,35.35,49800.0,1380.0
4143,-118.19,34.12,146400.0,2366.0
18010,-121.99,37.27,278000.0,775.0
10375,-117.63,33.65,288700.0,1688.0
8233,-118.2,33.77,129200.0,1209.0
3522,-118.5,34.27,221600.0,1148.0
2392,-119.21,37.25,85600.0,335.0
7411,-118.22,33.95,160400.0,2249.0
1205,-121.71,39.42,57600.0,862.0
16162,-122.5,37.78,348500.0,1049.0
6181,-117.92,34.08,199400.0,965.0
4941,-118.27,33.99,97100.0,1783.0
2150,-119.78,36.77,58100.0,666.0
16814,-122.43,37.64,301000.0,4101.0
19621,-121.11,37.43,74200.0,227.0
10429,-117.65,33.42,249400.0,603.0
6063,-117.83,33.99,267000.0,8380.0
13533,-117.33,34.17,119900.0,2564.0
14003,-116.9,34.52,77700.0,1694.0
2605,-124.14,41.06,143400.0,421.0
20605,-121.58,39.12,61200.0,2017.0
20308,-119.13,34.19,206800.0,6242.0
15175,-117.07,33.03,328200.0,361.0
5483,-118.46,33.99,360600.0,1075.0
1747,-122.36,37.96,107800.0,1073.0
2405,-119.32,36.62,51500.0,1070.0
14762,-117.04,32.54,67500.0,1187.0
14157,-117.08,32.77,184100.0,1580.0
8237,-118.19,33.77,200000.0,692.0
15287,-117.32,33.12,354000.0,936.0
5333,-118.45,34.04,393800.0,1837.0
14746,-117.04,32.58,132100.0,1497.0
11408,-117.95,33.71,306500.0,1242.0
4510,-118.19,34.04,134900.0,1194.0
3479,-118.51,34.29,319300.0,525.0
5508,-118.44,33.99,303900.0,782.0
11198,-117.91,33.84,350000.0,1880.0
5863,-118.34,34.19,231200.0,834.0
1729,-122.34,37.98,131300.0,1354.0
14202,-117.01,32.7,120800.0,1434.0
13940,-117.16,34.26,135200.0,1135.0
3143,-118.16,35.05,68900.0,776.0
17477,-120.05,34.47,425000.0,746.0
20226,-119.3,34.29,160500.0,2775.0
221,-122.21,37.8,151000.0,1221.0
11018,-117.8,33.77,349500.0,2046.0
2145,-119.76,36.77,60200.0,2142.0
20216,-119.25,34.3,396400.0,445.0
4003,-118.61,34.17,278500.0,705.0
12374,-116.36,33.78,239300.0,4176.0
3971,-118.58,34.19,224900.0,966.0
5215,-118.25,33.94,91300.0,1305.0
15080,-116.97,32.8,111400.0,2204.0
499,-122.27,37.85,150800.0,675.0
2119,-119.73,36.74,64700.0,5561.0
1510,-122.03,37.92,358800.0,1124.0
5568,-118.29,33.88,232800.0,1754.0
2789,-118.42,37.36,54400.0,1425.0
13875,-117.3,34.46,98200.0,3883.0
11403,-117.92,33.73,225800.0,3171.0
6015,-117.79,34.07,116100.0,870.0
18553,-122.04,36.96,196400.0,200.0
18794,-122.76,40.4,123200.0,903.0
5045,-118.33,33.97,156400.0,922.0
7671,-118.08,33.92,166800.0,1414.0
19171,-122.66,38.44,215900.0,2614.0
15101,-116.97,32.83,117300.0,3183.0
6904,-118.14,34.04,243200.0,509.0
20017,-119.06,36.09,72900.0,1402.0
466,-122.28,37.87,191700.0,828.0
59,-122.29,37.82,60000.0,94.0
6161,-117.94,34.08,195400.0,1669.0
4984,-118.3,34.0,111600.0,853.0
5653,-118.29,33.73,268500.0,1669.0
15953,-122.44,37.72,260000.0,847.0
12233,-116.95,33.74,89400.0,1024.0
11898,-117.35,33.96,235200.0,951.0
3776,-118.42,34.16,386100.0,1201.0
4874,-118.27,34.02,187500.0,662.0
10660,-117.8,33.66,223400.0,1022.0
7791,-118.07,33.89,120300.0,1651.0
13082,-121.37,38.57,135800.0,1762.0
8284,-118.14,33.77,307400.0,1301.0
17346,-120.37,34.9,326800.0,1057.0
13510,-117.34,34.13,70300.0,341.0
20100,-120.23,37.96,68200.0,609.0
9195,-119.56,37.29,114600.0,798.0
878,-122.02,37.55,177200.0,909.0
12577,-121.43,38.53,81900.0,1199.0
16240,-121.29,37.99,90600.0,463.0
16202,-121.28,37.94,56800.0,1489.0
16073,-122.49,37.75,323800.0,1177.0
12136,-117.13,33.89,244400.0,275.0
3421,-118.42,34.28,144300.0,2391.0
6497,-118.02,34.08,164200.0,2830.0
11584,-118.03,33.79,237600.0,2932.0
1402,-122.08,37.95,243000.0,1351.0
3062,-119.19,35.64,83300.0,902.0
12344,-116.5,33.82,87500.0,29.0
12503,-121.43,38.56,131700.0,443.0
20611,-121.55,39.1,47000.0,1163.0
18533,-122.02,36.97,195300.0,1743.0
19161,-122.68,38.36,184100.0,3833.0
18854,-122.45,41.28,128800.0,1188.0
11732,-120.69,39.12,118200.0,493.0
5937,-117.9,34.15,212800.0,1332.0
1962,-120.71,38.73,141300.0,862.0
4338,-118.31,34.08,227100.0,1868.0
200,-122.23,37.78,80800.0,994.0
12223,-116.89,33.73,201300.0,937.0
14420,-117.22,32.8,183300.0,1029.0
7841,-118.18,33.9,155000.0,1177.0
4404,-118.23,34.07,143800.0,397.0
17878,-122.01,37.4,137500.0,813.0
11092,-117.87,33.81,280100.0,1268.0
16676,-120.68,35.14,245900.0,1155.0
4730,-118.36,34.05,243600.0,956.0
13398,-117.53,34.1,103000.0,1379.0
13517,-117.34,34.1,103800.0,6640.0
898,-121.96,37.53,235900.0,1252.0
9525,-123.17,39.15,161900.0,816.0
4084,-118.39,34.15,394400.0,1212.0
9457,-123.84,39.83,145800.0,515.0
1453,-121.97,37.96,184800.0,877.0
8508,-118.31,33.88,242300.0,1491.0
3725,-118.42,34.18,335500.0,1626.0
13948,-117.17,34.25,165500.0,703.0
11899,-117.35,33.95,204800.0,557.0
1092,-121.87,39.82,159700.0,2456.0
11880,-117.39,33.98,169100.0,948.0
9421,-122.53,37.86,478600.0,628.0
15494,-117.21,33.12,258900.0,926.0
8612,-118.37,33.86,324000.0,1243.0
1862,-124.15,41.81,103100.0,3546.0
19496,-121.0,37.66,138100.0,944.0
5170,-118.27,33.94,91600.0,877.0
14957,-116.97,32.76,228900.0,1348.0
15067,-116.96,32.79,138800.0,3308.0
6467,-118.05,34.1,252200.0,1107.0
16877,-122.4,37.6,420300.0,530.0
3836,-118.44,34.19,243600.0,983.0
19002,-121.95,38.34,142100.0,2687.0
2898,-119.01,35.38,67500.0,158.0
18889,-122.23,38.1,92800.0,694.0
10888,-117.9,33.7,190800.0,2153.0
7732,-118.14,33.93,223900.0,1647.0
6153,-117.97,34.09,143400.0,2259.0
10029,-121.06,39.23,132700.0,982.0
7402,-118.23,33.95,99000.0,739.0
13624,-117.25,34.11,67700.0,1509.0
11225,-117.94,33.81,227400.0,664.0
8136,-118.13,33.82,228600.0,779.0
9102,-117.9,34.53,135800.0,2169.0
18310,-122.12,37.42,362100.0,1187.0
15909,-122.42,37.74,281300.0,734.0
8797,-118.46,33.77,500001.0,1101.0
5211,-118.28,33.93,90600.0,295.0
9532,-120.68,37.47,66300.0,658.0
13358,-117.61,34.04,150200.0,1785.0
6876,-118.1,34.07,170300.0,1383.0
11726,-120.02,39.24,99300.0,751.0
8958,-118.39,34.02,322900.0,1091.0
11717,-120.1,39.19,213200.0,202.0
4128,-118.2,34.14,217000.0,1012.0
12086,-117.38,33.89,267900.0,1707.0
15881,-122.41,37.75,206300.0,1176.0
6383,-118.05,34.16,376800.0,1688.0
12527,-121.49,38.56,87500.0,506.0
19271,-122.82,38.44,304700.0,555.0
17142,-122.18,37.45,460200.0,817.0
1282,-121.81,38.01,128500.0,528.0
18217,-122.08,37.4,284600.0,373.0
4843,-118.29,34.03,119600.0,1085.0
7650,-118.27,33.84,208600.0,3728.0
15706,-122.42,37.79,117500.0,655.0
19902,-119.28,36.32,66900.0,1234.0
8083,-118.2,33.82,204800.0,2217.0
2127,-119.73,36.8,74600.0,1197.0
14829,-117.1,32.67,109100.0,2721.0
4527,-118.21,34.05,114300.0,930.0
5377,-118.39,34.04,308300.0,669.0
2862,-118.91,35.4,113000.0,1398.0
3115,-117.66,35.6,91700.0,850.0
3323,-122.92,38.97,134200.0,904.0
5464,-118.51,33.98,425000.0,865.0
9237,-120.02,36.95,53900.0,1976.0
1534,-122.05,37.89,310600.0,689.0
4411,-118.25,34.09,241700.0,32.0
17877,-122.02,37.4,226800.0,1285.0
3189,-119.78,36.27,100800.0,1066.0
15968,-122.4,37.71,238000.0,1411.0
15285,-117.33,33.16,245500.0,1533.0
6259,-117.95,34.05,156500.0,1113.0
1978,-120.32,38.71,115600.0,86.0
2133,-119.7,36.8,66400.0,1186.0
2270,-119.79,36.78,58800.0,1131.0
12094,-117.4,33.85,223600.0,3450.0
20318,-119.15,34.2,169300.0,5558.0
5940,-117.91,34.14,166700.0,1544.0
10994,-117.82,33.73,225000.0,482.0
13620,-117.25,34.12,72600.0,2160.0
15109,-116.96,32.86,160300.0,1681.0
14876,-117.09,32.64,147500.0,2002.0
15333,-117.33,33.22,91200.0,855.0
1489,-122.02,37.95,208300.0,608.0
16132,-122.48,37.78,335300.0,1738.0
1114,-121.59,39.78,58000.0,385.0
6607,-118.14,34.18,226500.0,1700.0
14359,-117.22,32.74,345200.0,555.0
19951,-119.35,36.22,106800.0,915.0
6688,-118.08,34.15,500001.0,142.0
15657,-122.41,37.79,275000.0,3436.0
3277,-122.91,39.03,95800.0,723.0
4909,-118.27,34.02,97200.0,1505.0
14951,-116.96,32.71,155000.0,1129.0
9295,-122.49,38.0,400000.0,19.0
4351,-118.36,34.1,500001.0,1129.0
16786,-122.47,37.67,304300.0,3752.0
11015,-117.82,33.77,359200.0,976.0
15015,-117.04,32.77,144700.0,3769.0
16969,-122.31,37.54,352800.0,465.0
1624,-122.14,37.84,355600.0,874.0
16356,-121.32,38.02,99100.0,1544.0
6662,-118.13,34.16,250400.0,984.0
13514,-117.34,34.12,105600.0,568.0
18273,-122.08,37.36,500001.0,728.0
4149,-118.2,34.12,162000.0,1557.0
10262,-117.86,33.88,272200.0,1886.0
8527,-118.34,33.89,245900.0,1346.0
4574,-118.27,34.07,183300.0,1533.0
15181,-117.09,33.03,220700.0,1228.0
1712,-122.32,37.97,161000.0,1135.0
10366,-117.68,33.6,303900.0,1646.0
14958,-116.95,32.76,266200.0,2074.0
14273,-117.13,32.69,90100.0,1271.0
2748,-115.57,32.78,87500.0,803.0
1258,-121.63,38.03,209400.0,1169.0
11786,-121.25,38.8,188700.0,1974.0
5139,-118.27,33.97,101400.0,2601.0
18386,-121.83,37.21,387500.0,1259.0
20231,-119.27,34.26,359100.0,1455.0
8913,-118.46,34.03,327300.0,1042.0
17212,-119.71,34.43,279200.0,790.0
17077,-122.2,37.48,233600.0,652.0
273,-122.2,37.78,163500.0,869.0
14669,-117.12,32.78,124200.0,1309.0
8932,-118.48,34.0,450000.0,1749.0
13430,-117.42,34.11,111900.0,2319.0
13972,-116.83,34.25,90800.0,1316.0
17406,-120.45,34.94,120600.0,891.0
4110,-118.38,34.14,483800.0,666.0
10803,-117.93,33.61,366700.0,791.0
15882,-122.39,37.74,201000.0,2147.0
16000,-122.47,37.74,333600.0,819.0
14575,-117.22,32.81,362500.0,335.0
10961,-117.89,33.75,170100.0,3117.0
16805,-122.41,37.66,246700.0,1096.0
15006,-117.03,32.77,161200.0,918.0
1063,-121.87,39.74,147000.0,747.0
16541,-121.23,37.79,117900.0,1130.0
11805,-121.32,38.89,111300.0,3369.0
15960,-122.43,37.71,266500.0,1138.0
9056,-118.12,34.69,113500.0,1580.0
16155,-122.49,37.78,329100.0,1505.0
15664,-122.44,37.8,500001.0,540.0
7921,-118.08,33.86,236500.0,539.0
13523,-117.28,34.17,122200.0,1396.0
11841,-120.9,39.93,81900.0,1424.0
16899,-122.34,37.59,386400.0,736.0
17781,-121.83,37.38,184800.0,2677.0
17372,-120.42,34.96,160700.0,840.0
12593,-121.48,38.53,101600.0,786.0
4097,-118.41,34.15,424000.0,500.0
17990,-121.95,37.28,262500.0,362.0
6685,-118.07,34.16,369400.0,970.0
7178,-118.18,34.05,115100.0,814.0
4618,-118.3,34.07,281700.0,2274.0
14921,-117.02,32.59,98100.0,1102.0
19278,-122.72,38.43,131100.0,1408.0
19059,-122.49,38.22,251800.0,781.0
20184,-119.16,34.28,232700.0,2801.0
11768,-121.3,38.73,139200.0,2717.0
9459,-123.5,39.67,71500.0,1122.0
3974,-118.58,34.18,340500.0,368.0
9320,-122.53,37.97,270800.0,700.0
6108,-117.88,34.13,155600.0,1674.0
19939,-119.32,36.3,89200.0,931.0
7625,-118.27,33.86,167000.0,1484.0
13845,-117.34,34.51,103100.0,2447.0
20280,-119.19,34.19,180500.0,2726.0
3165,-118.85,35.2,51200.0,2566.0
3505,-118.45,34.25,204600.0,808.0
1604,-122.07,37.88,387200.0,590.0
18878,-122.24,38.07,162500.0,2957.0
18969,-122.02,38.26,120400.0,2198.0
12898,-121.34,38.64,139700.0,1128.0
16453,-121.27,38.13,98200.0,1197.0
18011,-121.98,37.27,269400.0,1633.0
18000,-121.98,37.28,269100.0,620.0
4010,-118.58,34.17,500001.0,2413.0
19797,-123.22,40.54,49600.0,847.0
20614,-121.54,39.08,58000.0,1455.0
16271,-121.25,37.94,65900.0,967.0
13356,-117.6,34.03,175400.0,918.0
423,-122.26,37.88,391800.0,894.0
6373,-118.02,34.15,280800.0,1045.0
19527,-120.96,37.64,90700.0,673.0
16938,-122.33,37.56,500001.0,644.0
257,-122.19,37.77,92300.0,900.0
3492,-118.48,34.28,227100.0,1128.0
14047,-117.13,32.76,162500.0,1191.0
17975,-121.96,37.31,290900.0,1898.0
6510,-118.05,34.07,183100.0,4119.0
20178,-119.19,34.3,283200.0,934.0
14685,-117.04,32.83,177400.0,777.0
15209,-117.08,33.01,238700.0,2565.0
16074,-122.49,37.74,321300.0,1147.0
9426,-122.86,38.1,261500.0,691.0
8327,-118.3,33.94,99300.0,1390.0
6311,-118.0,34.03,226100.0,3912.0
19845,-119.1,36.4,51700.0,1518.0
14879,-117.07,32.63,156900.0,1026.0
15508,-117.08,33.14,160900.0,921.0
3753,-118.39,34.17,222400.0,835.0
10884,-117.9,33.71,305200.0,287.0
7468,-118.2,33.92,138800.0,1432.0
17876,-121.99,37.39,230700.0,2484.0
12549,-121.48,38.56,94300.0,877.0
1743,-122.35,37.96,97200.0,1357.0
15248,-117.27,32.99,382100.0,1273.0
1443,-122.0,37.98,193200.0,867.0
19062,-122.47,38.3,209500.0,2175.0
17708,-121.82,37.32,231400.0,2634.0
346,-122.17,37.76,89300.0,999.0
11162,-118.0,33.83,196100.0,1022.0
12056,-117.58,33.87,113500.0,590.0
17683,-121.86,37.29,178400.0,2472.0
15982,-122.47,37.76,406500.0,1545.0
17489,-119.82,34.44,228200.0,1622.0
8729,-118.32,33.85,234800.0,1859.0
11277,-117.96,33.8,231300.0,1119.0
8807,-118.38,33.75,500001.0,3176.0
14587,-117.18,32.83,184100.0,1218.0
7120,-118.02,33.91,213700.0,692.0
18075,-122.03,37.27,500001.0,1551.0
4413,-118.25,34.08,169200.0,2104.0
11071,-117.85,33.83,232400.0,945.0
5502,-118.43,33.98,351700.0,2927.0
6808,-118.1,34.1,234600.0,1352.0
15789,-122.4,37.78,112500.0,286.0
19479,-120.96,37.66,145200.0,1296.0
19393,-120.85,37.78,87200.0,609.0
2247,-119.78,36.82,53500.0,1929.0
2008,-119.82,36.74,43800.0,406.0
18839,-122.73,41.76,94200.0,950.0
8223,-118.19,33.78,218800.0,2924.0
19033,-121.98,38.39,191900.0,4095.0
2277,-119.79,36.81,132200.0,494.0
2876,-118.97,35.38,46800.0,1483.0
8057,-118.19,33.85,149700.0,725.0
18962,-122.05,38.26,126300.0,3927.0
8688,-118.34,33.87,255900.0,601.0
5182,-118.25,33.94,94500.0,1092.0
10342,-117.69,33.8,237100.0,1467.0
15685,-122.42,37.8,500001.0,1466.0
14321,-117.15,32.71,87500.0,557.0
1061,-121.87,39.75,126600.0,822.0
11612,-118.04,33.8,245100.0,1359.0
640,-122.15,37.72,157400.0,2024.0
2622,-124.1,40.95,78400.0,823.0
8496,-118.3,33.89,218100.0,1369.0
103,-122.25,37.81,350000.0,895.0
17574,-121.92,37.32,198400.0,1666.0
6148,-117.97,34.1,143900.0,1600.0
8616,-118.38,33.87,337900.0,1008.0
12240,-116.96,33.75,76300.0,2328.0
14907,-117.05,32.63,160100.0,2334.0
8122,-118.19,33.79,130600.0,2339.0
15066,-116.97,32.79,112500.0,2971.0
3528,-118.53,34.27,329200.0,948.0
18669,-121.91,36.98,233300.0,865.0
14104,-117.1,32.75,99200.0,1848.0
11067,-117.9,33.78,197900.0,7111.0
17842,-121.88,37.43,204100.0,1898.0
18208,-122.05,37.39,350000.0,148.0
3073,-119.23,35.79,62100.0,2467.0
15886,-122.38,37.73,140400.0,2722.0
11376,-117.96,33.68,152100.0,3441.0
11847,-120.66,39.72,130500.0,717.0
14703,-117.07,32.8,195100.0,1094.0
20197,-119.2,34.26,199500.0,1439.0
14323,-117.15,32.71,137500.0,531.0
10656,-117.83,33.67,275000.0,1454.0
19366,-122.96,38.42,122900.0,940.0
3106,-117.69,35.63,109000.0,1335.0
13444,-117.43,34.08,121700.0,2475.0
10575,-117.69,33.65,302000.0,2383.0
8260,-118.17,33.77,241700.0,492.0
15112,-116.98,32.86,153200.0,1236.0
2250,-119.8,36.8,169300.0,725.0
20375,-118.84,34.15,358500.0,1527.0
12550,-121.48,38.55,175000.0,675.0
12169,-117.07,33.72,112500.0,2132.0
16989,-122.26,37.54,376000.0,770.0
20077,-120.35,38.04,118800.0,733.0
6916,-118.0,33.95,401000.0,505.0
12663,-121.46,38.49,107900.0,5656.0
8561,-118.41,33.93,339700.0,1225.0
7667,-118.08,33.93,158000.0,1127.0
4258,-118.34,34.11,468800.0,527.0
12798,-121.45,38.62,63100.0,1696.0
3638,-118.43,34.22,184600.0,1080.0
9712,-121.67,36.66,189700.0,4259.0
10712,-117.7,33.59,190900.0,3445.0
14869,-117.09,32.63,67500.0,1935.0
57,-122.28,37.82,85300.0,728.0
6494,-118.01,34.08,173600.0,1414.0
14874,-117.09,32.62,129700.0,1153.0
14700,-117.07,32.8,181000.0,1017.0
9811,-121.94,36.57,500001.0,569.0
11596,-118.08,33.79,376200.0,1127.0
14677,-117.11,32.84,243000.0,2020.0
12160,-117.08,33.82,148200.0,935.0
20337,-119.03,34.24,238100.0,1776.0
15774,-122.45,37.76,450000.0,621.0
17922,-121.98,37.35,240000.0,546.0
459,-122.25,37.87,500001.0,1349.0
17603,-121.88,37.29,274100.0,908.0
17383,-120.41,34.96,190100.0,1116.0
16799,-122.44,37.67,268400.0,1025.0
5893,-118.31,34.16,349300.0,1317.0
16111,-122.5,37.74,275700.0,1087.0
10414,-117.59,33.65,182800.0,897.0
11000,-117.79,33.75,500001.0,983.0
8030,-118.13,33.84,213200.0,1584.0
17699,-121.82,37.28,179500.0,1336.0
4441,-118.21,34.09,138500.0,1171.0
8203,-118.15,33.78,181300.0,904.0
8931,-118.47,34.0,340500.0,574.0
17871,-122.07,37.44,225000.0,2756.0
19683,-121.63,39.14,68300.0,822.0
16039,-122.47,37.71,237900.0,1577.0
4178,-118.22,34.09,149700.0,1941.0
5099,-118.31,33.97,125800.0,1156.0
2153,-119.8,36.77,87600.0,1114.0
4519,-118.2,34.04,125000.0,1998.0
12480,-121.49,38.58,168800.0,456.0
14192,-117.07,32.69,135000.0,1766.0
5230,-118.24,33.93,86300.0,824.0
12769,-121.42,38.62,64900.0,462.0
16534,-121.2,37.78,106300.0,79.0
11476,-118.02,33.7,285700.0,2473.0
16821,-122.53,37.66,272400.0,4674.0
20483,-118.72,34.28,217700.0,1283.0
379,-122.17,37.75,91800.0,835.0
6267,-117.94,34.04,163000.0,977.0
13351,-117.62,34.02,195100.0,2280.0
20514,-121.52,38.58,32500.0,508.0
3578,-118.53,34.24,275300.0,3018.0
2361,-119.53,36.78,136900.0,1372.0
20324,-119.12,34.25,194100.0,1436.0
10134,-117.91,33.91,230200.0,666.0
12922,-121.32,38.66,143600.0,501.0
2003,-119.79,36.74,39600.0,1228.0
18772,-122.29,40.43,59800.0,1658.0
7121,-118.02,33.91,210700.0,1309.0
19374,-120.9,37.76,156300.0,304.0
7997,-118.16,33.85,215600.0,1315.0
8489,-118.29,33.91,177500.0,1028.0
649,-122.14,37.72,218900.0,288.0
13197,-117.7,34.07,128400.0,1326.0
14421,-117.23,32.8,190600.0,1751.0
8939,-118.48,34.01,398300.0,1023.0
15274,-117.27,33.06,367100.0,1612.0
2199,-119.87,36.83,122500.0,2088.0
8732,-118.32,33.84,376100.0,897.0
6245,-117.97,34.05,157600.0,1727.0
16432,-121.23,38.12,178100.0,134.0
13508,-117.33,34.13,72400.0,2317.0
911,-122.01,37.54,287600.0,1128.0
11832,-120.33,39.3,175000.0,44.0
14505,-117.22,32.86,280800.0,7604.0
6145,-117.97,34.09,160500.0,3339.0
14887,-117.08,32.62,158600.0,1353.0
12927,-121.3,38.65,144300.0,1132.0
5115,-118.3,33.96,136300.0,1524.0
8499,-118.29,33.89,218200.0,1605.0
10676,-117.76,33.54,466400.0,826.0
10562,-117.76,33.72,386100.0,1993.0
6741,-118.07,34.13,251200.0,1992.0
18577,-121.77,36.93,190400.0,1534.0
8142,-118.11,33.83,223100.0,517.0
5689,-118.23,34.22,361000.0,1079.0
19537,-120.92,37.65,275000.0,163.0
20617,-121.53,39.06,70800.0,308.0
9402,-122.55,37.91,460000.0,567.0
19519,-121.0,37.64,67500.0,293.0
12815,-121.5,38.61,225000.0,638.0
9501,-123.59,38.8,176100.0,1742.0
3111,-117.68,35.62,52400.0,1481.0
17792,-121.82,37.36,167600.0,1412.0
19699,-121.62,39.09,99700.0,1337.0
14834,-117.1,32.68,88900.0,837.0
16178,-122.4,37.71,223700.0,1183.0
